,Network,Station,Location,Channel,Start,End
177,1J,TI7A,,CH1,2019-01-02T00:00:00.000000Z,2019-01-03T00:00:00.000000Z
178,1J,TI7A,,CH2,2019-01-02T00:00:00.000000Z,2019-01-03T00:00:00.000000Z
179,1J,TI7A,,CHZ,2019-01-02T00:00:00.000000Z,2019-01-03T00:00:00.000000Z
180,1J,TI4A,,CH1,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
181,1J,TI4A,,CH2,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
182,1J,TI4A,,CHZ,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
183,1J,TI3A,,CH1,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
184,1J,TI3A,,CH2,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
185,1J,TI3A,,CHZ,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
186,1J,TI8A,,CH1,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
187,1J,TI8A,,CH2,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
188,1J,TI8A,,CHZ,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
189,1J,TI6A,,CH1,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
190,1J,TI6A,,CH2,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
191,1J,TI6A,,CHZ,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
192,1J,TI1A,,CH1,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
193,1J,TI1A,,CH2,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
194,1J,TI1A,,CHZ,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
195,1J,TI7A,,CH1,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
196,1J,TI7A,,CH2,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
197,1J,TI7A,,CHZ,2019-01-03T00:00:00.000000Z,2019-01-04T00:00:00.000000Z
198,1J,TI4A,,CH1,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
199,1J,TI4A,,CH2,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
200,1J,TI4A,,CHZ,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
201,1J,TI3A,,CH1,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
202,1J,TI3A,,CH2,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
203,1J,TI3A,,CHZ,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
204,1J,TI8A,,CH1,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
205,1J,TI8A,,CH2,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
206,1J,TI8A,,CHZ,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
207,1J,TI6A,,CH1,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
208,1J,TI6A,,CH2,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
209,1J,TI6A,,CHZ,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
210,1J,TI1A,,CH1,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
211,1J,TI1A,,CH2,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
212,1J,TI1A,,CHZ,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
213,1J,TI7A,,CH1,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
214,1J,TI7A,,CH2,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
215,1J,TI7A,,CHZ,2019-01-04T00:00:00.000000Z,2019-01-05T00:00:00.000000Z
216,1J,TI4A,,CH1,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
217,1J,TI4A,,CH2,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
218,1J,TI4A,,CHZ,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
219,1J,TI3A,,CH1,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
220,1J,TI3A,,CH2,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
221,1J,TI3A,,CHZ,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
222,1J,TI8A,,CH1,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
223,1J,TI8A,,CH2,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
224,1J,TI8A,,CHZ,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
225,1J,TI6A,,CH1,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
226,1J,TI6A,,CH2,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
227,1J,TI6A,,CHZ,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
228,1J,TI1A,,CH1,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
229,1J,TI1A,,CH2,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
230,1J,TI1A,,CHZ,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
231,1J,TI7A,,CH1,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
232,1J,TI7A,,CH2,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
233,1J,TI7A,,CHZ,2019-01-05T00:00:00.000000Z,2019-01-06T00:00:00.000000Z
234,1J,TI4A,,CH1,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
235,1J,TI4A,,CH2,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
236,1J,TI4A,,CHZ,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
237,1J,TI3A,,CH1,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
238,1J,TI3A,,CH2,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
239,1J,TI3A,,CHZ,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
240,1J,TI8A,,CH1,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
241,1J,TI8A,,CH2,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
242,1J,TI8A,,CHZ,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
243,1J,TI6A,,CH1,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
244,1J,TI6A,,CH2,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
245,1J,TI6A,,CHZ,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
246,1J,TI1A,,CH1,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
247,1J,TI1A,,CH2,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
248,1J,TI1A,,CHZ,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
249,1J,TI7A,,CH1,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
250,1J,TI7A,,CH2,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
251,1J,TI7A,,CHZ,2019-01-06T00:00:00.000000Z,2019-01-07T00:00:00.000000Z
252,1J,TI4A,,CH1,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
253,1J,TI4A,,CH2,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
254,1J,TI4A,,CHZ,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
255,1J,TI3A,,CH1,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
256,1J,TI3A,,CH2,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
257,1J,TI3A,,CHZ,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
258,1J,TI8A,,CH1,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
259,1J,TI8A,,CH2,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
260,1J,TI8A,,CHZ,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
261,1J,TI6A,,CH1,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
262,1J,TI6A,,CH2,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
263,1J,TI6A,,CHZ,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
264,1J,TI1A,,CH1,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
265,1J,TI1A,,CH2,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
266,1J,TI1A,,CHZ,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
267,1J,TI7A,,CH1,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
268,1J,TI7A,,CH2,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
269,1J,TI7A,,CHZ,2019-01-07T00:00:00.000000Z,2019-01-08T00:00:00.000000Z
270,1J,TI4A,,CH1,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
271,1J,TI4A,,CH2,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
272,1J,TI4A,,CHZ,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
273,1J,TI3A,,CH1,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
274,1J,TI3A,,CH2,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
275,1J,TI3A,,CHZ,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
276,1J,TI8A,,CH1,2019-01-08T00:00:00.000000Z,2019-01-08T06:09:48.198000Z
277,1J,TI8A,,CH1,2019-01-08T06:14:29.622000Z,2019-01-09T00:00:00.000000Z
278,1J,TI8A,,CH2,2019-01-08T00:00:00.000000Z,2019-01-08T06:09:48.062000Z
279,1J,TI8A,,CH2,2019-01-08T06:14:29.898000Z,2019-01-09T00:00:00.000000Z
280,1J,TI8A,,CHZ,2019-01-08T00:00:00.000000Z,2019-01-08T06:09:48.156000Z
281,1J,TI8A,,CHZ,2019-01-08T06:14:30.240000Z,2019-01-09T00:00:00.000000Z
282,1J,TI6A,,CH1,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
283,1J,TI6A,,CH2,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
284,1J,TI6A,,CHZ,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
285,1J,TI1A,,CH1,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
286,1J,TI1A,,CH2,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
287,1J,TI1A,,CHZ,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
288,1J,TI7A,,CH1,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
289,1J,TI7A,,CH2,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
290,1J,TI7A,,CHZ,2019-01-08T00:00:00.000000Z,2019-01-09T00:00:00.000000Z
291,1J,TI4A,,CH1,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
292,1J,TI4A,,CH2,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
293,1J,TI4A,,CHZ,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
294,1J,TI3A,,CH1,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
295,1J,TI3A,,CH2,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
296,1J,TI3A,,CHZ,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
297,1J,TI8A,,CH1,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
298,1J,TI8A,,CH2,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
299,1J,TI8A,,CHZ,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
300,1J,TI6A,,CH1,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
301,1J,TI6A,,CH2,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
302,1J,TI6A,,CHZ,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
303,1J,TI1A,,CH1,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
304,1J,TI1A,,CH2,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
305,1J,TI1A,,CHZ,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
306,1J,TI7A,,CH1,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
307,1J,TI7A,,CH2,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
308,1J,TI7A,,CHZ,2019-01-09T00:00:00.000000Z,2019-01-10T00:00:00.000000Z
309,1J,TI4A,,CH1,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
310,1J,TI4A,,CH2,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
311,1J,TI4A,,CHZ,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
312,1J,TI3A,,CH1,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
313,1J,TI3A,,CH2,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
314,1J,TI3A,,CHZ,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
315,1J,TI8A,,CH1,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
316,1J,TI8A,,CH2,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
317,1J,TI8A,,CHZ,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
318,1J,TI6A,,CH1,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
319,1J,TI6A,,CH2,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
320,1J,TI6A,,CHZ,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
321,1J,TI1A,,CH1,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
322,1J,TI1A,,CH2,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
323,1J,TI1A,,CHZ,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
324,1J,TI7A,,CH1,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
325,1J,TI7A,,CH2,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
326,1J,TI7A,,CHZ,2019-01-10T00:00:00.000000Z,2019-01-11T00:00:00.000000Z
327,1J,TI4A,,CH1,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
328,1J,TI4A,,CH2,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
329,1J,TI4A,,CHZ,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
330,1J,TI3A,,CH1,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
331,1J,TI3A,,CH2,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
332,1J,TI3A,,CHZ,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
333,1J,TI8A,,CH1,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
334,1J,TI8A,,CH2,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
335,1J,TI8A,,CHZ,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
336,1J,TI6A,,CH1,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
337,1J,TI6A,,CH2,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
338,1J,TI6A,,CHZ,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
339,1J,TI1A,,CH1,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
340,1J,TI1A,,CH2,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
341,1J,TI1A,,CHZ,2019-01-11T00:00:00.000000Z,2019-01-12T00:00:00.000000Z
342,1J,TI7A,,CH1,2019-01-11T00:00:00.000000Z,2019-01-11T21:04:08.156000Z
343,1J,TI7A,,CH1,2019-01-11T21:12:39.312000Z,2019-01-11T21:12:40.956000Z
344,1J,TI7A,,CH1,2019-01-11T21:12:42.246000Z,2019-01-11T21:17:16.638000Z
345,1J,TI7A,,CH1,2019-01-11T21:25:30.032000Z,2019-01-11T21:26:01.192000Z
346,1J,TI7A,,CH1,2019-01-11T21:37:26.708000Z,2019-01-11T21:37:41.910000Z
347,1J,TI7A,,CH1,2019-01-11T21:37:42.302000Z,2019-01-11T21:37:59.138000Z
348,1J,TI7A,,CH1,2019-01-11T21:50:17.628000Z,2019-01-11T21:50:18.114000Z
349,1J,TI7A,,CH2,2019-01-11T00:00:00.000000Z,2019-01-11T21:04:08.100000Z
350,1J,TI7A,,CH2,2019-01-11T21:12:39.452000Z,2019-01-11T21:12:40.956000Z
351,1J,TI7A,,CH2,2019-01-11T21:12:42.246000Z,2019-01-11T21:17:16.698000Z
352,1J,TI7A,,CH2,2019-01-11T21:25:29.744000Z,2019-01-11T21:26:01.204000Z
353,1J,TI7A,,CH2,2019-01-11T21:37:26.840000Z,2019-01-11T21:37:41.910000Z
354,1J,TI7A,,CH2,2019-01-11T21:37:42.302000Z,2019-01-11T21:37:59.334000Z
355,1J,TI7A,,CH2,2019-01-11T21:50:17.796000Z,2019-01-11T21:50:18.226000Z
356,1J,TI7A,,CHZ,2019-01-11T00:00:00.000000Z,2019-01-11T21:04:08.034000Z
357,1J,TI7A,,CHZ,2019-01-11T21:12:39.324000Z,2019-01-11T21:12:40.956000Z
358,1J,TI7A,,CHZ,2019-01-11T21:12:42.246000Z,2019-01-11T21:17:16.804000Z
359,1J,TI7A,,CHZ,2019-01-11T21:25:29.940000Z,2019-01-11T21:26:01.268000Z
360,1J,TI7A,,CHZ,2019-01-11T21:37:26.806000Z,2019-01-11T21:37:41.910000Z
361,1J,TI7A,,CHZ,2019-01-11T21:37:42.302000Z,2019-01-11T21:37:59.182000Z
362,1J,TI7A,,CHZ,2019-01-11T21:50:17.828000Z,2019-01-11T21:50:18.362000Z
363,1J,TI4A,,CH1,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
364,1J,TI4A,,CH2,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
365,1J,TI4A,,CHZ,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
366,1J,TI3A,,CH1,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
367,1J,TI3A,,CH2,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
368,1J,TI3A,,CHZ,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
369,1J,TI8A,,CH1,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
370,1J,TI8A,,CH2,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
371,1J,TI8A,,CHZ,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
372,1J,TI6A,,CH1,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
373,1J,TI6A,,CH2,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
374,1J,TI6A,,CHZ,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
375,1J,TI1A,,CH1,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
376,1J,TI1A,,CH2,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
377,1J,TI1A,,CHZ,2019-01-12T00:00:00.000000Z,2019-01-13T00:00:00.000000Z
378,1J,TI4A,,CH1,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
379,1J,TI4A,,CH2,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
380,1J,TI4A,,CHZ,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
381,1J,TI3A,,CH1,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
382,1J,TI3A,,CH2,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
383,1J,TI3A,,CHZ,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
384,1J,TI8A,,CH1,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
385,1J,TI8A,,CH2,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
386,1J,TI8A,,CHZ,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
387,1J,TI6A,,CH1,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
388,1J,TI6A,,CH2,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
389,1J,TI6A,,CHZ,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
390,1J,TI1A,,CH1,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
391,1J,TI1A,,CH2,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
392,1J,TI1A,,CHZ,2019-01-13T00:00:00.000000Z,2019-01-14T00:00:00.000000Z
393,1J,TI4A,,CH1,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
394,1J,TI4A,,CH2,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
395,1J,TI4A,,CHZ,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
396,1J,TI3A,,CH1,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
397,1J,TI3A,,CH2,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
398,1J,TI3A,,CHZ,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
399,1J,TI8A,,CH1,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
400,1J,TI8A,,CH2,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
401,1J,TI8A,,CHZ,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
402,1J,TI6A,,CH1,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
403,1J,TI6A,,CH2,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
404,1J,TI6A,,CHZ,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
405,1J,TI1A,,CH1,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
406,1J,TI1A,,CH2,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
407,1J,TI1A,,CHZ,2019-01-14T00:00:00.000000Z,2019-01-15T00:00:00.000000Z
408,1J,TI4A,,CH1,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
409,1J,TI4A,,CH2,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
410,1J,TI4A,,CHZ,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
411,1J,TI3A,,CH1,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
412,1J,TI3A,,CH2,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
413,1J,TI3A,,CHZ,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
414,1J,TI8A,,CH1,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
415,1J,TI8A,,CH2,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
416,1J,TI8A,,CHZ,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
417,1J,TI6A,,CH1,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
418,1J,TI6A,,CH2,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
419,1J,TI6A,,CHZ,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
420,1J,TI1A,,CH1,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
421,1J,TI1A,,CH2,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
422,1J,TI1A,,CHZ,2019-01-15T00:00:00.000000Z,2019-01-16T00:00:00.000000Z
423,1J,TI4A,,CH1,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
424,1J,TI4A,,CH2,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
425,1J,TI4A,,CHZ,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
426,1J,TI3A,,CH1,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
427,1J,TI3A,,CH2,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
428,1J,TI3A,,CHZ,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
429,1J,TI8A,,CH1,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
430,1J,TI8A,,CH2,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
431,1J,TI8A,,CHZ,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
432,1J,TI6A,,CH1,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
433,1J,TI6A,,CH2,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
434,1J,TI6A,,CHZ,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
435,1J,TI1A,,CH1,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
436,1J,TI1A,,CH2,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
437,1J,TI1A,,CHZ,2019-01-16T00:00:00.000000Z,2019-01-17T00:00:00.000000Z
438,1J,TI4A,,CH1,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
439,1J,TI4A,,CH2,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
440,1J,TI4A,,CHZ,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
441,1J,TI3A,,CH1,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
442,1J,TI3A,,CH2,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
443,1J,TI3A,,CHZ,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
444,1J,TI8A,,CH1,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
445,1J,TI8A,,CH2,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
446,1J,TI8A,,CHZ,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
447,1J,TI6A,,CH1,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
448,1J,TI6A,,CH2,2019-01-17T00:00:00.000000Z,2019-01-18T00:00:00.000000Z
